Code,Single Module Frame,Finish,Module Size,Mount,System,A/V,Keypad,Proximity,Info Module,Hearing Module,Digital Display,moduli aggiuntivi,Buttons,Divided,Mounting,Flush Rainshield,Frame,Electronics Module 1,Front Piece 1,Electronics Module 2,Front Piece 2,Electronics Module 3,Front Piece 3,Electronics Module 4,Front Piece 4,CI,
MTM4S/X1AKP/5,X1 Audio - 5 button ,Standard,4,Surface mount,X1,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",5,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with 5 button; inc: Keypad / Proximity /  /  / 
MTM4S/X1AKIM/5,X1 Audio - 5 button ,Standard,4,Surface mount,X1,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",5,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 5 button; inc: Keypad /  / Info Module /  / 
MTM4S/X1AKHM/5,X1 Audio - 5 button ,Standard,4,Surface mount,X1,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",5,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 5 button; inc: Keypad /  /  / Hearing Module / 
MTM4S/X1APIM/5,X1 Audio - 5 button ,Standard,4,Surface mount,X1,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",5,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 5 button; inc:  / Proximity / Info Module /  / 
MTM4S/X1APHM/5,X1 Audio - 5 button ,Standard,4,Surface mount,X1,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",5,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 5 button; inc:  / Proximity /  / Hearing Module / 
MTM4S/X1AIMHM/5,X1 Audio - 5 button ,Standard,4,Surface mount,X1,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",5,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 5 button; inc:  /  / Info Module / Hearing Module / 
MTM4S/X1AK/6,X1 Audio - 6 button ,Standard,4,Surface mount,X1,Audio,Keypad,,,,,"Keypad,",6,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF2P,MTM8C,MTMF4P,MTMNA,MTMFNA,10,MTM X1 Audio Surface mount with 6 button; inc: Keypad /  /  /  / 
MTM4S/X1AP/6,X1 Audio - 6 button ,Standard,4,Surface mount,X1,Audio,,Proximity,,,,"Proximity,",6,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF2P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with 6 button; inc:  / Proximity /  /  / 
MTM4S/X1AIM/6,X1 Audio - 6 button ,Standard,4,Surface mount,X1,Audio,,,Info Module,,,"Info Module,",6,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF2P,MTM8C,MTMF4P,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 6 button; inc:  /  / Info Module /  / 
MTM4S/X1AHM/6,X1 Audio - 6 button ,Standard,4,Surface mount,X1,Audio,,,,Hearing Module,,"Hearing Module,",6,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF2P,MTM8C,MTMF4P,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 6 button; inc:  /  /  / Hearing Module / 
MTM4S/X1AK/7,X1 Audio - 7 button ,Standard,4,Surface mount,X1,Audio,Keypad,,,,,"Keypad,",7,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF3P,MTM8C,MTMF4P,MTMNA,MTMFNA,10,MTM X1 Audio Surface mount with 7 button; inc: Keypad /  /  /  / 
MTM4S/X1AP/7,X1 Audio - 7 button ,Standard,4,Surface mount,X1,Audio,,Proximity,,,,"Proximity,",7,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF3P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with 7 button; inc:  / Proximity /  /  / 
MTM4S/X1AIM/7,X1 Audio - 7 button ,Standard,4,Surface mount,X1,Audio,,,Info Module,,,"Info Module,",7,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF3P,MTM8C,MTMF4P,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 7 button; inc:  /  / Info Module /  / 
MTM4S/X1AHM/7,X1 Audio - 7 button ,Standard,4,Surface mount,X1,Audio,,,,Hearing Module,,"Hearing Module,",7,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF3P,MTM8C,MTMF4P,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 7 button; inc:  /  /  / Hearing Module / 
MTM4S/X1AKP/8D,X1 Audio - 8 button divided ,Standard,4,Surface mount,X1,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",8,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with 8 divided button; inc: Keypad / Proximity /  /  / 
MTM4S/X1AKIM/8D,X1 Audio - 8 button divided ,Standard,4,Surface mount,X1,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",8,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 8 divided button; inc: Keypad /  / Info Module /  / 
MTM4S/X1AKHM/8D,X1 Audio - 8 button divided ,Standard,4,Surface mount,X1,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",8,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 8 divided button; inc: Keypad /  /  / Hearing Module / 
MTM4S/X1APIM/8D,X1 Audio - 8 button divided ,Standard,4,Surface mount,X1,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",8,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 8 divided button; inc:  / Proximity / Info Module /  / 
MTM4S/X1APHM/8D,X1 Audio - 8 button divided ,Standard,4,Surface mount,X1,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",8,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 8 divided button; inc:  / Proximity /  / Hearing Module / 
MTM4S/X1AIMHM/8D,X1 Audio - 8 button divided ,Standard,4,Surface mount,X1,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",8,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 8 divided button; inc:  /  / Info Module / Hearing Module / 
MTM4S/X1AK/8,X1 Audio - 8 button ,Standard,4,Surface mount,X1,Audio,Keypad,,,,,"Keypad,",8,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMNA,MTMFNA,10,MTM X1 Audio Surface mount with 8 button; inc: Keypad /  /  /  / 
MTM4S/X1AP/8,X1 Audio - 8 button ,Standard,4,Surface mount,X1,Audio,,Proximity,,,,"Proximity,",8,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with 8 button; inc:  / Proximity /  /  / 
MTM4S/X1AIM/8,X1 Audio - 8 button ,Standard,4,Surface mount,X1,Audio,,,Info Module,,,"Info Module,",8,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 8 button; inc:  /  / Info Module /  / 
MTM4S/X1AHM/8,X1 Audio - 8 button ,Standard,4,Surface mount,X1,Audio,,,,Hearing Module,,"Hearing Module,",8,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 8 button; inc:  /  /  / Hearing Module / 
MTM4S/X1AK/9,X1 Audio - 9 button ,Standard,4,Surface mount,X1,Audio,Keypad,,,,,"Keypad,",9,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMNA,MTMFNA,10,MTM X1 Audio Surface mount with 9 button; inc: Keypad /  /  /  / 
MTM4S/X1AP/9,X1 Audio - 9 button ,Standard,4,Surface mount,X1,Audio,,Proximity,,,,"Proximity,",9,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with 9 button; inc:  / Proximity /  /  / 
MTM4S/X1AIM/9,X1 Audio - 9 button ,Standard,4,Surface mount,X1,Audio,,,Info Module,,,"Info Module,",9,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 9 button; inc:  /  / Info Module /  / 
MTM4S/X1AHM/9,X1 Audio - 9 button ,Standard,4,Surface mount,X1,Audio,,,,Hearing Module,,"Hearing Module,",9,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 9 button; inc:  /  /  / Hearing Module / 
MTM4S/X1AKP/10D,X1 Audio - 10 button divided ,Standard,4,Surface mount,X1,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",10,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with 10 divided button; inc: Keypad / Proximity /  /  / 
MTM4S/X1AKIM/10D,X1 Audio - 10 button divided ,Standard,4,Surface mount,X1,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",10,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 10 divided button; inc: Keypad /  / Info Module /  / 
MTM4S/X1AKHM/10D,X1 Audio - 10 button divided ,Standard,4,Surface mount,X1,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",10,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 10 divided button; inc: Keypad /  /  / Hearing Module / 
MTM4S/X1APIM/10D,X1 Audio - 10 button divided ,Standard,4,Surface mount,X1,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",10,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 10 divided button; inc:  / Proximity / Info Module /  / 
MTM4S/X1APHM/10D,X1 Audio - 10 button divided ,Standard,4,Surface mount,X1,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",10,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 10 divided button; inc:  / Proximity /  / Hearing Module / 
MTM4S/X1AIMHM/10D,X1 Audio - 10 button divided ,Standard,4,Surface mount,X1,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",10,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 10 divided button; inc:  /  / Info Module / Hearing Module / 
MTM4S/X1A/10,X1 Audio - 10 button ,Standard,4,Surface mount,X1,Audio,,,,,,,10,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF2P,MTM8C,MTMF4P,MTM8C,MTMF4P,10,MTM X1 Audio Surface mount with 10 button  /  /  /  / 
MTM4S/X1A/11,X1 Audio - 11 button ,Standard,4,Surface mount,X1,Audio,,,,,,,11,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF3P,MTM8C,MTMF4P,MTM8C,MTMF4P,10,MTM X1 Audio Surface mount with 11 button  /  /  /  / 
MTM4S/X1A/12,X1 Audio - 12 button ,Standard,4,Surface mount,X1,Audio,,,,,,,12,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTM8C,MTMF4P,10,MTM X1 Audio Surface mount with 12 button  /  /  /  / 
MTM4S/X1A/13,X1 Audio - 13 button ,Standard,4,Surface mount,X1,Audio,,,,,,,13,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTM8C,MTMF4P,10,MTM X1 Audio Surface mount with 13 button  /  /  /  / 
MTM4S/X1AK/16D,X1 Audio - 16 button divided,Standard,4,Surface mount,X1,Audio,Keypad,,,,,"Keypad,",16,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTMNA,MTMFNA,10,MTM X1 Audio Surface mount with 16 divided button; inc: Keypad /  /  /  / 
MTM4S/X1AP/16D,X1 Audio - 16 button divided,Standard,4,Surface mount,X1,Audio,,Proximity,,,,"Proximity,",16,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with 16 divided button; inc:  / Proximity /  /  / 
MTM4S/X1AIM/16D,X1 Audio - 16 button divided,Standard,4,Surface mount,X1,Audio,,,Info Module,,,"Info Module,",16,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 16 divided button; inc:  /  / Info Module /  / 
MTM4S/X1AHM/16D,X1 Audio - 16 button divided,Standard,4,Surface mount,X1,Audio,,,,Hearing Module,,"Hearing Module,",16,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 16 divided button; inc:  /  /  / Hearing Module / 
MTM4S/X1AK/18D,X1 Audio - 18 button divided,Standard,4,Surface mount,X1,Audio,Keypad,,,,,"Keypad,",18,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTMNA,MTMFNA,10,MTM X1 Audio Surface mount with 18 divided button; inc: Keypad /  /  /  / 
MTM4S/X1AP/18D,X1 Audio - 18 button divided,Standard,4,Surface mount,X1,Audio,,Proximity,,,,"Proximity,",18,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with 18 divided button; inc:  / Proximity /  /  / 
MTM4S/X1AIM/18D,X1 Audio - 18 button divided,Standard,4,Surface mount,X1,Audio,,,Info Module,,,"Info Module,",18,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with 18 divided button; inc:  /  / Info Module /  / 
MTM4S/X1AHM/18D,X1 Audio - 18 button divided,Standard,4,Surface mount,X1,Audio,,,,Hearing Module,,"Hearing Module,",18,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with 18 divided button; inc:  /  /  / Hearing Module / 
MTM4S/X1A/24D,X1 Audio - 24 button divided,Standard,4,Surface mount,X1,Audio,,,,,,,24,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTM8C,MTMF8P,10,MTM X1 Audio Surface mount with 24 divided button  /  /  /  / 
MTM4S/X1A/26D,X1 Audio - 26 button divided,Standard,4,Surface mount,X1,Audio,,,,,,,26,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTM8C,MTMF8P,10,MTM X1 Audio Surface mount with 26 divided button  /  /  /  / 
MTM4S/X1ADKPDY/DIGI,X1 Audio - Digital Display Call,Standard,4,Surface mount,X1,Audio,Digital Keypad,Proximity,,,Digital Display,"Digital Keypad,Proximity,Digital Display,",DIGI,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTMDY,MTMFDY,MTMKB,MTMFKB,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with DIGI button; inc: Digital Keypad / Proximity /  /  / Digital Display
MTM4S/X1ADKIMDY/DIGI,X1 Audio - Digital Display Call,Standard,4,Surface mount,X1,Audio,Digital Keypad,,Info Module,,Digital Display,"Digital Keypad,Info Module,Digital Display,",DIGI,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTMDY,MTMFDY,MTMKB,MTMFKB,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with DIGI button; inc: Digital Keypad /  / Info Module /  / Digital Display
MTM4S/X1ADKHMDY/DIGI,X1 Audio - Digital Display Call,Standard,4,Surface mount,X1,Audio,Digital Keypad,,,Hearing Module,Digital Display,"Digital Keypad,Hearing Module,Digital Display,",DIGI,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTMDY,MTMFDY,MTMKB,MTMFKB,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI button; inc: Digital Keypad /  /  / Hearing Module / Digital Display
MTM4S/X1APIMDY/DIGI,X1 Audio - Digital Display Call,Standard,4,Surface mount,X1,Audio,,Proximity,Info Module,,Digital Display,"Proximity,Info Module,Digital Display,",DIGI,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTMDY,MTMFDY,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with DIGI button; inc:  / Proximity / Info Module /  / Digital Display
MTM4S/X1APHMDY/DIGI,X1 Audio - Digital Display Call,Standard,4,Surface mount,X1,Audio,,Proximity,,Hearing Module,Digital Display,"Proximity,Hearing Module,Digital Display,",DIGI,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTMDY,MTMFDY,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI button; inc:  / Proximity /  / Hearing Module / Digital Display
MTM4S/X1AIMHMDY/DIGI,X1 Audio - Digital Display Call,Standard,4,Surface mount,X1,Audio,,,Info Module,Hearing Module,Digital Display,"Info Module,Hearing Module,Digital Display,",DIGI,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTMDY,MTMFDY,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI button; inc:  /  / Info Module / Hearing Module / Digital Display
MTM4S/X1ADKPDY/DIGI1,X1 Audio - Digital Display Call + 1 button,Standard,4,Surface mount,X1,Audio,Digital Keypad,Proximity,,,Digital Display,"Digital Keypad,Proximity,Digital Display,",DIGI1,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTMDY,MTMFDY,MTMKB,MTMFKB,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with DIGI1 button; inc: Digital Keypad / Proximity /  /  / Digital Display
MTM4S/X1ADKIMDY/DIGI1,X1 Audio - Digital Display Call + 1 button,Standard,4,Surface mount,X1,Audio,Digital Keypad,,Info Module,,Digital Display,"Digital Keypad,Info Module,Digital Display,",DIGI1,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTMDY,MTMFDY,MTMKB,MTMFKB,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with DIGI1 button; inc: Digital Keypad /  / Info Module /  / Digital Display
MTM4S/X1ADKHMDY/DIGI1,X1 Audio - Digital Display Call + 1 button,Standard,4,Surface mount,X1,Audio,Digital Keypad,,,Hearing Module,Digital Display,"Digital Keypad,Hearing Module,Digital Display,",DIGI1,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTMDY,MTMFDY,MTMKB,MTMFKB,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI1 button; inc: Digital Keypad /  /  / Hearing Module / Digital Display
MTM4S/X1APIMDY/DIGI1,X1 Audio - Digital Display Call + 1 button,Standard,4,Surface mount,X1,Audio,,Proximity,Info Module,,Digital Display,"Proximity,Info Module,Digital Display,",DIGI1,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTMDY,MTMFDY,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with DIGI1 button; inc:  / Proximity / Info Module /  / Digital Display
MTM4S/X1APHMDY/DIGI1,X1 Audio - Digital Display Call + 1 button,Standard,4,Surface mount,X1,Audio,,Proximity,,Hearing Module,Digital Display,"Proximity,Hearing Module,Digital Display,",DIGI1,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTMDY,MTMFDY,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI1 button; inc:  / Proximity /  / Hearing Module / Digital Display
MTM4S/X1AIMHMDY/DIGI1,X1 Audio - Digital Display Call + 1 button,Standard,4,Surface mount,X1,Audio,,,Info Module,Hearing Module,Digital Display,"Info Module,Hearing Module,Digital Display,",DIGI1,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTMDY,MTMFDY,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI1 button; inc:  /  / Info Module / Hearing Module / Digital Display
MTM4S/X1ADKPDY/DIGI2D,X1 Audio - Digital Display Call + 2 button,Standard,4,Surface mount,X1,Audio,Digital Keypad,Proximity,,,Digital Display,"Digital Keypad,Proximity,Digital Display,",DIGI2,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTMDY,MTMFDY,MTMKB,MTMFKB,MTMRFID,MTMFRFID,10,MTM X1 Audio Surface mount with DIGI2 divided button; inc: Digital Keypad / Proximity /  /  / Digital Display
MTM4S/X1ADKIMDY/DIGI2D,X1 Audio - Digital Display Call + 2 button,Standard,4,Surface mount,X1,Audio,Digital Keypad,,Info Module,,Digital Display,"Digital Keypad,Info Module,Digital Display,",DIGI2,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTMDY,MTMFDY,MTMKB,MTMFKB,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with DIGI2 divided button; inc: Digital Keypad /  / Info Module /  / Digital Display
MTM4S/X1ADKHMDY/DIGI2D,X1 Audio - Digital Display Call + 2 button,Standard,4,Surface mount,X1,Audio,Digital Keypad,,,Hearing Module,Digital Display,"Digital Keypad,Hearing Module,Digital Display,",DIGI2,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTMDY,MTMFDY,MTMKB,MTMFKB,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI2 divided button; inc: Digital Keypad /  /  / Hearing Module / Digital Display
MTM4S/X1APIMDY/DIGI2D,X1 Audio - Digital Display Call + 2 button,Standard,4,Surface mount,X1,Audio,,Proximity,Info Module,,Digital Display,"Proximity,Info Module,Digital Display,",DIGI2,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTMDY,MTMFDY,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with DIGI2 divided button; inc:  / Proximity / Info Module /  / Digital Display
MTM4S/X1APHMDY/DIGI2D,X1 Audio - Digital Display Call + 2 button,Standard,4,Surface mount,X1,Audio,,Proximity,,Hearing Module,Digital Display,"Proximity,Hearing Module,Digital Display,",DIGI2,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTMDY,MTMFDY,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI2 divided button; inc:  / Proximity /  / Hearing Module / Digital Display
MTM4S/X1AIMHMDY/DIGI2D,X1 Audio - Digital Display Call + 2 button,Standard,4,Surface mount,X1,Audio,,,Info Module,Hearing Module,Digital Display,"Info Module,Hearing Module,Digital Display,",DIGI2,D,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA2P,MTMDY,MTMFDY,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI2 divided button; inc:  /  / Info Module / Hearing Module / Digital Display
MTM4S/X1ADKPIM/DIGI,X1 Audio - Digital Keypad Call,Standard,4,Surface mount,X1,Audio,Digital Keypad,Proximity,Info Module,,,"Digital Keypad,Proximity,Info Module,",DIGI,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTMKB,MTMFKB,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with DIGI button; inc: Digital Keypad / Proximity / Info Module /  / 
MTM4S/X1ADKPHM/DIGI,X1 Audio - Digital Keypad Call,Standard,4,Surface mount,X1,Audio,Digital Keypad,Proximity,,Hearing Module,,"Digital Keypad,Proximity,Hearing Module,",DIGI,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTMKB,MTMFKB,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI button; inc: Digital Keypad / Proximity /  / Hearing Module / 
MTM4S/X1ADKIMHM/DIGI,X1 Audio - Digital Keypad Call,Standard,4,Surface mount,X1,Audio,Digital Keypad,,Info Module,Hearing Module,,"Digital Keypad,Info Module,Hearing Module,",DIGI,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA0P,MTMKB,MTMFKB,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Audio Surface mount with DIGI button; inc: Digital Keypad /  / Info Module / Hearing Module / 
MTM4S/X1ADKPIM/DIGI1,X1 Audio - Digital Keypad Call + 1 button,Standard,4,Surface mount,X1,Audio,Digital Keypad,Proximity,Info Module,,,"Digital Keypad,Proximity,Info Module,",DIGI1,,MTMSP4M,,MTMTP4M,MTMA/01,MTMFA1P,MTMKB,MTMFKB,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Audio Surface mount with DIGI1 button; inc: Digital Keypad / Proximity / Info Module /  / 
